ts_recv,open,high,low,close,trades,volume
2023-03-03 15:00:00+00:00,37.0,37.08,37.0,37.08,4,6
2023-03-03 15:15:00+00:00,37.08,37.08,37.08,37.08,1,1
2023-03-06 15:15:00+00:00,35.85,35.85,35.85,35.85,1,1
2023-03-08 15:30:00+00:00,36.6,36.6,36.6,36.6,1,1
2023-03-10 15:30:00+00:00,36.51,36.51,36.51,36.51,1,100
2023-03-13 15:30:00+00:00,36.39,36.39,36.3,36.3,2,2
2023-03-13 15:45:00+00:00,35.965,35.965,35.53,35.84,4,8
2023-03-13 16:00:00+00:00,36.45,36.45,35.9,35.9,2,4
2023-03-14 13:30:00+00:00,36.51,36.51,36.51,36.51,3,3
2023-03-15 15:00:00+00:00,36.11,36.11,36.11,36.11,1,5
2023-03-15 15:45:00+00:00,36.8,36.8,36.8,36.8,5,9
2023-03-15 16:00:00+00:00,37.21,37.21,37.21,37.21,1,2
2023-03-17 13:45:00+00:00,37.25,37.25,36.98,36.98,2,11
2023-03-17 14:00:00+00:00,37.62,37.62,36.99,36.99,3,3
2023-03-17 14:15:00+00:00,36.98,37.62,36.98,37.62,2,3
2023-03-17 14:30:00+00:00,37.5,37.5,37.49,37.49,4,17
2023-03-17 14:45:00+00:00,37.24,37.535,37.24,37.535,2,2
2023-03-20 13:45:00+00:00,36.82,37.32,36.82,37.32,2,5
2023-03-20 14:00:00+00:00,37.19,37.19,37.19,37.19,1,1
2023-03-21 14:30:00+00:00,37.44,37.44,37.44,37.44,1,5
2023-03-22 13:45:00+00:00,37.71,37.72,37.71,37.72,2,2
2023-03-23 13:30:00+00:00,37.61,37.61,37.6,37.6,2,2
2023-03-23 13:45:00+00:00,37.49,38.1,37.49,38.1,2,2
2023-03-24 14:45:00+00:00,37.45,37.45,37.45,37.45,1,1
2023-03-24 15:45:00+00:00,37.5,37.68,37.5,37.68,2,27
2023-03-27 14:30:00+00:00,37.47,38.05,37.47,37.86,5,33
2023-03-27 14:45:00+00:00,37.8,37.8,37.8,37.8,1,1
2023-03-27 15:00:00+00:00,37.35,37.44,37.35,37.44,4,31
2023-03-28 13:45:00+00:00,37.19,37.32,37.19,37.32,2,2
2023-03-28 14:15:00+00:00,36.97,36.97,36.97,36.97,1,1
2023-03-28 14:30:00+00:00,37.05,37.14,37.05,37.14,2,6
2023-03-29 13:30:00+00:00,37.02,37.02,37.02,37.02,1,1
2023-03-29 14:00:00+00:00,37.09,37.09,37.09,37.09,2,31
2023-03-29 15:30:00+00:00,37.0,37.57,37.0,37.22,17,307
2023-03-29 15:45:00+00:00,37.25,37.25,37.25,37.25,2,2
2023-03-29 16:00:00+00:00,37.25,37.3,37.25,37.3,3,7
2023-03-30 14:15:00+00:00,37.24,37.24,37.19,37.24,7,13
2023-03-31 14:00:00+00:00,37.26,37.26,37.26,37.26,1,2
2023-03-31 15:00:00+00:00,37.19,37.6,37.19,37.595,11,61
2023-03-31 15:45:00+00:00,37.41,37.41,37.41,37.41,2,22
2023-04-03 13:45:00+00:00,37.45,37.45,37.45,37.45,1,1
2023-04-03 14:00:00+00:00,37.355,37.55,37.355,37.45,8,37
2023-04-03 14:30:00+00:00,37.33,37.33,37.33,37.33,1,1
2023-04-03 15:00:00+00:00,37.33,37.5,37.3,37.49,8,112
2023-04-03 15:30:00+00:00,37.39,37.39,37.39,37.39,3,8
2023-04-04 14:00:00+00:00,37.64,37.64,37.59,37.59,3,3
2023-04-04 14:15:00+00:00,37.59,38.05,37.49,37.5,5,5
2023-04-04 15:45:00+00:00,37.59,37.59,37.59,37.59,1,3
2023-04-05 14:15:00+00:00,36.99,36.99,36.59,36.6,11,95
2023-04-05 14:30:00+00:00,36.67,36.67,36.67,36.67,2,9
2023-04-05 14:45:00+00:00,36.69,36.79,36.69,36.79,2,39
2023-04-05 15:00:00+00:00,35.84,35.95,35.84,35.95,5,19
2023-04-05 15:15:00+00:00,35.4,36.67,35.4,36.24,7,78
2023-04-05 15:45:00+00:00,35.9,35.9,35.9,35.9,1,1
2023-04-06 14:00:00+00:00,36.3,36.42,36.3,36.37,6,178
2023-04-06 14:45:00+00:00,36.41,36.41,35.72,35.72,7,27
2023-04-06 15:15:00+00:00,36.42,36.74,36.42,36.74,2,2
2023-04-06 15:30:00+00:00,36.65,36.66,36.65,36.65,3,25
2023-04-06 15:45:00+00:00,36.65,36.65,36.65,36.65,1,1
2023-04-06 16:00:00+00:00,36.65,36.65,36.65,36.65,1,1
2023-04-10 14:00:00+00:00,36.19,36.5,36.19,36.4,4,58
2023-04-10 14:15:00+00:00,36.5,36.89,36.5,36.89,9,35
2023-04-10 14:30:00+00:00,36.6,36.87,36.37,36.37,8,154
2023-04-10 14:45:00+00:00,36.42,36.42,36.42,36.42,1,2
2023-04-10 15:00:00+00:00,36.82,36.82,36.31,36.64,7,53
2023-04-10 15:15:00+00:00,36.5,36.93,36.5,36.71,4,69
2023-04-10 15:30:00+00:00,36.05,36.05,36.04,36.04,3,12
2023-04-10 16:00:00+00:00,35.73,36.4,35.575,35.9,8,57
2023-04-11 13:15:00+00:00,31.73,31.8,31.73,31.8,41,1420
2023-04-11 13:30:00+00:00,31.63,31.63,31.63,31.63,1,50
2023-04-11 13:45:00+00:00,31.16,31.5,31.16,31.5,6,71
2023-04-11 14:00:00+00:00,31.67,32.04,31.67,31.95,8,403
2023-04-11 14:45:00+00:00,31.72,31.72,31.72,31.72,1,3
2023-04-11 15:30:00+00:00,31.92,32.33,31.92,32.15,43,415
2023-04-11 15:45:00+00:00,32.245,32.39,32.245,32.39,7,153
2023-04-11 16:00:00+00:00,32.64,32.73,32.64,32.73,5,123
2023-04-12 14:45:00+00:00,34.03,34.03,34.03,34.03,2,4
2023-04-12 15:00:00+00:00,34.8,34.8,33.03,33.65,12,58
2023-04-13 14:00:00+00:00,34.22,34.28,33.99,34.28,11,118
2023-04-13 14:15:00+00:00,34.25,34.25,33.99,34.07,16,469
2023-04-13 14:30:00+00:00,34.09,34.09,34.09,34.09,1,1
2023-04-13 14:45:00+00:00,34.185,34.185,34.185,34.185,1,1
2023-04-13 15:00:00+00:00,34.185,34.185,34.11,34.11,2,6
2023-04-13 15:45:00+00:00,34.3,34.3,34.3,34.3,2,25
2023-04-13 16:00:00+00:00,34.21,34.27,34.21,34.27,2,30
2023-04-14 14:30:00+00:00,36.06,36.15,36.06,36.15,7,172
