ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,symbol
2023-01-17 15:14:56.681913524+00:00,2023-01-17 15:14:56.681901942+00:00,0,2,60,T,N,0,37.69,1,134,11582,117679243,AC
2023-01-17 15:15:24.480621002+00:00,2023-01-17 15:15:24.480608824+00:00,0,2,60,T,N,0,37.97,1,134,12178,118495236,AC
2023-01-17 15:15:50.113420449+00:00,2023-01-17 15:15:50.113408779+00:00,0,2,60,T,A,0,37.75,2,134,11670,119184212,AC
2023-01-17 15:16:01.552940316+00:00,2023-01-17 15:16:01.552927612+00:00,0,2,60,T,A,0,37.75,1,134,12704,119502544,AC
2023-01-17 15:16:45.919549964+00:00,2023-01-17 15:16:45.919537806+00:00,0,2,60,T,N,0,37.79,1,134,12158,120835456,AC
2023-01-17 15:54:20.305446147+00:00,2023-01-17 15:54:20.305434262+00:00,0,2,60,T,N,0,38.09,1,134,11885,177536915,AC
2023-01-17 17:34:48.567867733+00:00,2023-01-17 17:34:48.567855821+00:00,0,2,60,T,N,0,37.58,73,134,11912,278930156,AC
2023-01-17 17:50:55.810042992+00:00,2023-01-17 17:50:55.810030909+00:00,0,2,60,T,N,0,37.73,7,134,12083,290093802,AC
2023-01-17 17:51:11.888242922+00:00,2023-01-17 17:51:11.888231157+00:00,0,2,60,T,N,0,37.73,10,134,11765,290263974,AC
2023-01-17 17:51:27.189573556+00:00,2023-01-17 17:51:27.189561659+00:00,0,2,60,T,N,0,37.73,9,134,11897,290478859,AC
2023-01-17 17:51:34.503231398+00:00,2023-01-17 17:51:34.503219758+00:00,0,2,60,T,N,0,37.73,8,134,11640,290566653,AC
2023-01-17 17:51:41.046883396+00:00,2023-01-17 17:51:41.046871449+00:00,0,2,60,T,N,0,37.73,1,134,11947,290628387,AC
2023-01-17 17:51:44.583372339+00:00,2023-01-17 17:51:44.583360911+00:00,0,2,60,T,N,0,37.73,9,134,11428,290692327,AC
2023-01-17 17:51:54.281333781+00:00,2023-01-17 17:51:54.281322212+00:00,0,2,60,T,N,0,37.73,19,134,11569,290813531,AC
2023-01-17 17:52:36.565420038+00:00,2023-01-17 17:52:36.565408231+00:00,0,2,60,T,N,0,37.73,5,134,11807,291409827,AC
2023-01-17 17:53:03.766576923+00:00,2023-01-17 17:53:03.766564921+00:00,0,2,60,T,N,0,37.73,6,134,12002,291788393,AC
2023-01-17 17:53:07.426754236+00:00,2023-01-17 17:53:07.426742108+00:00,0,2,60,T,N,0,37.73,4,134,12128,291834852,AC
2023-01-17 17:53:51.102166980+00:00,2023-01-17 17:53:51.102154933+00:00,0,2,60,T,N,0,37.73,1,134,12047,292265404,AC
2023-01-17 18:16:01.516051873+00:00,2023-01-17 18:16:01.516038777+00:00,0,2,60,T,N,0,37.52,5,4,13096,307836723,AC
2023-01-17 18:16:01.521685793+00:00,2023-01-17 18:16:01.521674256+00:00,0,2,60,T,B,0,37.5,15,134,11537,307836771,AC
2023-01-17 19:38:50.980068914+00:00,2023-01-17 19:38:50.980056103+00:00,0,2,60,T,B,0,37.46,10,4,12811,369489232,AC
2023-01-17 19:40:34.166287466+00:00,2023-01-17 19:40:34.166274989+00:00,0,2,60,T,A,0,37.46,1,134,12477,370663857,AC
2023-01-17 19:42:40.776075713+00:00,2023-01-17 19:42:40.776061978+00:00,0,2,60,T,B,0,37.46,1,4,13735,372187209,AC
2023-01-17 19:42:40.776075713+00:00,2023-01-17 19:42:40.776061978+00:00,0,2,60,T,B,0,37.46,1,134,13735,372187210,AC
2023-01-17 19:44:46.457435034+00:00,2023-01-17 19:44:46.457422876+00:00,0,2,60,T,B,0,37.46,1,134,12158,373691942,AC
2023-01-17 20:55:22.572544708+00:00,2023-01-17 20:55:22.572532525+00:00,0,2,60,T,N,0,37.17,6,134,12183,437828979,AC
2023-01-17 20:55:37.521133653+00:00,2023-01-17 20:55:37.521121131+00:00,0,2,60,T,N,0,37.17,6,134,12522,438492521,AC
2023-01-17 20:58:55.422687917+00:00,2023-01-17 20:58:55.422676328+00:00,0,2,60,T,B,0,37.55,1,134,11589,446828318,AC
2023-01-18 16:59:25.048085235+00:00,2023-01-18 16:59:25.048073658+00:00,0,2,60,T,N,0,38.77,1,130,11577,279586144,AC
2023-01-18 16:59:39.372899919+00:00,2023-01-18 16:59:39.372888660+00:00,0,2,60,T,A,0,37.57,50,130,11259,280008784,AC
2023-01-18 16:59:53.995307564+00:00,2023-01-18 16:59:53.995296606+00:00,0,2,60,T,B,0,38.5,50,130,10958,280309782,AC
2023-01-18 17:00:09.274879485+00:00,2023-01-18 17:00:09.274866688+00:00,0,2,60,T,N,0,37.58,1,0,12797,280622461,AC
2023-01-18 17:00:09.274879485+00:00,2023-01-18 17:00:09.274866688+00:00,0,2,60,T,A,0,37.57,49,130,12797,280622462,AC
2023-01-18 17:00:09.274902351+00:00,2023-01-18 17:00:09.274890016+00:00,0,2,60,T,A,0,37.57,1,0,12335,280622464,AC
2023-01-18 17:00:09.274902351+00:00,2023-01-18 17:00:09.274890016+00:00,0,2,60,T,A,0,37.57,20,130,12335,280622465,AC
2023-01-18 17:00:56.065475933+00:00,2023-01-18 17:00:56.065463651+00:00,0,2,60,T,B,0,37.95,53,128,12282,281865728,AC
2023-01-18 17:01:06.580188289+00:00,2023-01-18 17:01:06.580175539+00:00,0,2,60,T,N,0,37.61,1,0,12750,282017657,AC
2023-01-18 17:01:06.580188289+00:00,2023-01-18 17:01:06.580175539+00:00,0,2,60,T,A,0,37.34,49,130,12750,282017658,AC
2023-01-18 17:01:20.034277513+00:00,2023-01-18 17:01:20.034266777+00:00,0,2,60,T,B,0,37.85,50,130,10736,282260052,AC
2023-01-18 17:01:28.578697346+00:00,2023-01-18 17:01:28.578685698+00:00,0,2,60,T,N,0,37.75,1,130,11648,282393146,AC
2023-01-18 17:01:41.296879231+00:00,2023-01-18 17:01:41.296868255+00:00,0,2,60,T,A,0,37.34,50,130,10976,282598770,AC
2023-01-18 17:02:21.042693428+00:00,2023-01-18 17:02:21.042682789+00:00,0,2,60,T,B,0,37.66,50,130,10639,283360071,AC
2023-01-18 17:02:31.009357668+00:00,2023-01-18 17:02:31.009346981+00:00,0,2,60,T,A,0,37.23,50,130,10687,283529054,AC
2023-01-18 17:02:39.975092053+00:00,2023-01-18 17:02:39.975080684+00:00,0,2,60,T,B,0,37.75,50,130,11369,283650574,AC
2023-01-18 17:02:48.415463350+00:00,2023-01-18 17:02:48.415451023+00:00,0,2,60,T,N,0,37.34,30,0,12327,283756979,AC
2023-01-18 17:02:48.415463350+00:00,2023-01-18 17:02:48.415451023+00:00,0,2,60,T,N,0,37.3,20,130,12327,283756980,AC
2023-01-18 17:02:58.692057229+00:00,2023-01-18 17:02:58.692045927+00:00,0,2,60,T,N,0,37.35,50,130,11302,283910674,AC
2023-01-18 17:03:03.674796335+00:00,2023-01-18 17:03:03.674785346+00:00,0,2,60,T,B,0,37.5,20,130,10989,283999364,AC
2023-01-18 17:03:09.374287687+00:00,2023-01-18 17:03:09.374276289+00:00,0,2,60,T,N,0,37.41,50,130,11398,284085010,AC
2023-01-18 17:03:17.402272753+00:00,2023-01-18 17:03:17.402261402+00:00,0,2,60,T,B,0,37.5,50,130,11351,284204722,AC
2023-01-18 17:34:57.389719687+00:00,2023-01-18 17:34:57.389707267+00:00,0,2,60,T,N,0,37.48,30,130,12420,318952755,AC
2023-01-18 17:36:00.886454842+00:00,2023-01-18 17:36:00.886442420+00:00,0,2,60,T,N,0,36.99,100,0,12422,320049070,AC
2023-01-18 17:36:00.886454842+00:00,2023-01-18 17:36:00.886442420+00:00,0,2,60,T,N,0,36.99,20,130,12422,320049071,AC
2023-01-18 17:36:01.458150751+00:00,2023-01-18 17:36:01.458139711+00:00,0,2,60,T,N,0,36.99,78,130,11040,320084630,AC
2023-01-18 17:36:06.632480755+00:00,2023-01-18 17:36:06.632468358+00:00,0,2,60,T,N,0,36.99,86,0,12397,320177208,AC
2023-01-18 17:36:06.632480755+00:00,2023-01-18 17:36:06.632468358+00:00,0,2,60,T,B,0,37.0,22,130,12397,320177209,AC
2023-01-18 17:39:04.293472357+00:00,2023-01-18 17:39:04.293459940+00:00,0,2,60,T,B,0,37.0,8,130,12417,322910990,AC
2023-01-18 17:39:05.050975397+00:00,2023-01-18 17:39:05.050963969+00:00,0,2,60,T,N,0,37.07,2,130,11428,322925909,AC
2023-01-18 17:43:41.538906268+00:00,2023-01-18 17:43:41.538894651+00:00,0,2,60,T,N,0,37.51,100,130,11617,327099479,AC
2023-01-18 18:43:51.211370393+00:00,2023-01-18 18:43:51.211358535+00:00,0,2,60,T,N,0,37.23,20,130,11858,385473242,AC
2023-01-18 20:59:31.814171850+00:00,2023-01-18 20:59:31.814158337+00:00,0,2,60,T,N,0,37.32,100,128,13513,529353492,AC
2023-01-19 14:33:12.488284468+00:00,2023-01-19 14:33:12.488272286+00:00,0,2,60,T,A,0,37.45,1,130,12182,32263866,AC
2023-01-20 14:40:31.770132496+00:00,2023-01-20 14:40:31.770120346+00:00,0,2,60,T,B,0,37.6,3,130,12150,49255699,AC
2023-01-20 19:05:04.608073458+00:00,2023-01-20 19:05:04.608061451+00:00,0,2,60,T,B,0,37.92,4,130,12007,335067435,AC
2023-01-20 20:58:38.492935650+00:00,2023-01-20 20:58:38.492922675+00:00,0,2,60,T,N,0,37.83,9,128,12975,442346956,AC
2023-01-20 20:59:39.436074241+00:00,2023-01-20 20:59:39.436062304+00:00,0,2,60,T,A,0,37.8,1,130,11937,446887156,AC
2023-01-23 14:51:05.427309915+00:00,2023-01-23 14:51:05.427298414+00:00,0,2,60,T,N,0,38.46,1,134,11501,64189492,AC
2023-01-23 14:51:28.550502322+00:00,2023-01-23 14:51:28.550490403+00:00,0,2,60,T,N,0,38.46,1,134,11919,64874632,AC
2023-01-23 15:15:32.935904264+00:00,2023-01-23 15:15:32.935892687+00:00,0,2,60,T,B,0,38.74,1,134,11577,104487238,AC
2023-01-23 15:35:15.122568257+00:00,2023-01-23 15:35:15.122556618+00:00,0,2,60,T,B,0,38.74,1,134,11639,130418121,AC
2023-01-23 15:58:55.522575728+00:00,2023-01-23 15:58:55.522564314+00:00,0,2,60,T,N,0,38.7,1,134,11414,158035598,AC
2023-01-23 15:59:00.521587789+00:00,2023-01-23 15:59:00.521575086+00:00,0,2,60,T,N,0,38.7,1,4,12703,158108722,AC
2023-01-23 15:59:00.521587789+00:00,2023-01-23 15:59:00.521575086+00:00,0,2,60,T,B,0,38.74,1,134,12703,158108723,AC
2023-01-23 15:59:08.524696804+00:00,2023-01-23 15:59:08.524683913+00:00,0,2,60,T,B,0,38.74,2,132,12891,158294026,AC
2023-01-23 16:27:01.162877030+00:00,2023-01-23 16:27:01.162865368+00:00,0,2,60,T,B,0,38.74,1,134,11662,192278433,AC
2023-01-23 16:27:07.050796762+00:00,2023-01-23 16:27:07.050785227+00:00,0,2,60,T,B,0,38.74,3,134,11535,192397005,AC
2023-01-23 16:27:10.591491356+00:00,2023-01-23 16:27:10.591479739+00:00,0,2,60,T,B,0,38.74,1,134,11617,192500171,AC
2023-01-23 16:28:02.718331016+00:00,2023-01-23 16:28:02.718318738+00:00,0,2,60,T,B,0,38.74,2,134,12278,193416013,AC
2023-01-23 16:28:09.202502220+00:00,2023-01-23 16:28:09.202479694+00:00,0,2,60,T,B,0,38.74,23,4,22526,193584781,AC
2023-01-23 16:34:31.863046690+00:00,2023-01-23 16:34:31.863034972+00:00,0,2,60,T,A,0,38.76,1,134,11718,200596169,AC
2023-01-23 16:54:12.803699202+00:00,2023-01-23 16:54:12.803687189+00:00,0,2,60,T,N,0,38.51,1,134,12013,219355658,AC
2023-01-23 18:39:41.440427042+00:00,2023-01-23 18:39:41.440415712+00:00,0,2,60,T,N,0,38.25,1,134,11330,301202946,AC
2023-01-23 18:40:08.514470160+00:00,2023-01-23 18:40:08.514458518+00:00,0,2,60,T,A,0,38.0,1,134,11642,301566348,AC
2023-01-23 18:40:22.632026843+00:00,2023-01-23 18:40:22.632015454+00:00,0,2,60,T,N,0,38.25,1,134,11389,301759966,AC
2023-01-23 18:43:30.076625861+00:00,2023-01-23 18:43:30.076614022+00:00,0,2,60,T,B,0,38.44,1,134,11839,304202408,AC
2023-01-23 18:43:34.590447880+00:00,2023-01-23 18:43:34.590436545+00:00,0,2,60,T,B,0,38.44,2,134,11335,304250566,AC
2023-01-23 18:44:57.061496943+00:00,2023-01-23 18:44:57.061485075+00:00,0,2,60,T,N,0,38.43,2,134,11868,305255389,AC
2023-01-23 18:56:55.726075932+00:00,2023-01-23 18:56:55.726064075+00:00,0,2,60,T,N,0,38.43,2,134,11857,313981294,AC
2023-01-23 20:24:22.909835189+00:00,2023-01-23 20:24:22.909823429+00:00,0,2,60,T,N,0,38.39,2,134,11760,407392448,AC
2023-01-23 20:51:02.846033148+00:00,2023-01-23 20:51:02.846021362+00:00,0,2,60,T,N,0,38.345,2,134,11786,441902476,AC
2023-01-25 17:54:19.802878290+00:00,2023-01-25 17:54:19.802866295+00:00,0,2,60,T,N,0,36.85,19,130,11995,309704345,AC
2023-01-25 18:28:15.728249073+00:00,2023-01-25 18:28:15.728237002+00:00,0,2,60,T,N,0,36.63,2,130,12071,339763466,AC
2023-01-25 18:36:20.916523970+00:00,2023-01-25 18:36:20.916512600+00:00,0,2,60,T,N,0,36.87,11,130,11370,347244584,AC
2023-01-25 18:38:52.107590161+00:00,2023-01-25 18:38:52.107577881+00:00,0,2,60,T,B,0,36.9,96,130,12280,349058146,AC
2023-01-25 18:54:11.384614616+00:00,2023-01-25 18:54:11.384603425+00:00,0,2,60,T,A,0,37.14,1,130,11191,361310466,AC
2023-01-25 18:54:11.385207660+00:00,2023-01-25 18:54:11.385195499+00:00,0,2,60,T,A,0,37.13,2,130,12161,361310479,AC
2023-01-25 18:54:11.385230377+00:00,2023-01-25 18:54:11.385219224+00:00,0,2,60,T,A,0,37.13,17,130,11153,361310481,AC
2023-01-25 18:54:15.198095522+00:00,2023-01-25 18:54:15.198084577+00:00,0,2,60,T,A,0,37.11,1,130,10945,361358688,AC
2023-01-25 18:54:19.978267028+00:00,2023-01-25 18:54:19.978255676+00:00,0,2,60,T,A,0,37.13,1,130,11352,361419075,AC
2023-01-25 20:56:47.956592485+00:00,2023-01-25 20:56:47.956580203+00:00,0,2,60,T,N,0,36.9,13,130,12282,486731503,AC
2023-01-25 20:59:35.926450684+00:00,2023-01-25 20:59:35.926438993+00:00,0,2,60,T,A,0,36.52,2,130,11691,494985830,AC
2023-01-25 20:59:36.926524616+00:00,2023-01-25 20:59:36.926512178+00:00,0,2,60,T,A,0,36.52,2,128,12438,495051525,AC
2023-01-25 20:59:37.926735296+00:00,2023-01-25 20:59:37.926722308+00:00,0,2,60,T,A,0,36.52,1,128,12988,495114538,AC
2023-01-25 20:59:39.927288934+00:00,2023-01-25 20:59:39.927276947+00:00,0,2,60,T,A,0,36.52,2,130,11987,495235487,AC
2023-01-25 20:59:40.927431099+00:00,2023-01-25 20:59:40.927419591+00:00,0,2,60,T,A,0,36.52,1,130,11508,495315377,AC
2023-01-25 20:59:42.927550971+00:00,2023-01-25 20:59:42.927539494+00:00,0,2,60,T,A,0,36.52,2,130,11477,495454295,AC
2023-01-26 18:28:55.887197263+00:00,2023-01-26 18:28:55.887184427+00:00,0,2,60,T,N,0,36.56,9,130,12836,373295577,AC
2023-01-26 18:52:48.531516708+00:00,2023-01-26 18:52:48.531504888+00:00,0,2,60,T,B,0,36.66,1,130,11820,394005118,AC
2023-01-26 18:53:42.184023909+00:00,2023-01-26 18:53:42.184012258+00:00,0,2,60,T,N,0,36.95,1,130,11651,394855555,AC
2023-01-26 18:54:17.522163853+00:00,2023-01-26 18:54:17.522152116+00:00,0,2,60,T,N,0,36.94,1,130,11737,395304420,AC
2023-01-26 18:54:20.400435253+00:00,2023-01-26 18:54:20.400423748+00:00,0,2,60,T,N,0,36.94,3,130,11505,395329041,AC
2023-01-26 20:11:49.320132628+00:00,2023-01-26 20:11:49.320116383+00:00,0,2,60,T,B,0,36.7,10,0,16245,455818663,AC
2023-01-26 20:11:49.320132628+00:00,2023-01-26 20:11:49.320116383+00:00,0,2,60,T,N,0,36.89,5,0,16245,455818664,AC
2023-01-26 20:11:49.320132628+00:00,2023-01-26 20:11:49.320116383+00:00,0,2,60,T,N,0,36.95,9,0,16245,455818665,AC
2023-01-26 20:11:49.320132628+00:00,2023-01-26 20:11:49.320116383+00:00,0,2,60,T,N,0,37.24,15,130,16245,455818666,AC
2023-01-26 20:11:59.447308756+00:00,2023-01-26 20:11:59.447296799+00:00,0,2,60,T,N,0,37.24,1,130,11957,456036515,AC
2023-01-26 20:45:31.277406617+00:00,2023-01-26 20:45:31.277394786+00:00,0,2,60,T,N,0,36.89,1,130,11831,487297636,AC
2023-01-26 20:46:16.651250109+00:00,2023-01-26 20:46:16.651237420+00:00,0,2,60,T,N,0,36.87,1,128,12689,488303911,AC
2023-01-26 20:52:32.933673582+00:00,2023-01-26 20:52:32.933662004+00:00,0,2,60,T,N,0,36.87,1,130,11578,497362258,AC
2023-01-26 20:54:42.233606941+00:00,2023-01-26 20:54:42.233594704+00:00,0,2,60,T,N,0,36.75,1,130,12237,501103771,AC
2023-01-26 20:56:34.218760564+00:00,2023-01-26 20:56:34.218748329+00:00,0,2,60,T,N,0,36.67,1,130,12235,506209474,AC
2023-01-26 20:57:00.019027076+00:00,2023-01-26 20:57:00.019012547+00:00,0,2,60,T,N,0,36.67,1,0,14529,507167048,AC
2023-01-26 20:57:00.019027076+00:00,2023-01-26 20:57:00.019012547+00:00,0,2,60,T,N,0,36.74,1,130,14529,507167049,AC
2023-01-26 20:58:38.302757494+00:00,2023-01-26 20:58:38.302746163+00:00,0,2,60,T,N,0,36.73,1,130,11331,512008114,AC
2023-01-26 20:58:48.694667495+00:00,2023-01-26 20:58:48.694656369+00:00,0,2,60,T,N,0,36.68,2,130,11126,512497783,AC
2023-01-26 20:58:59.014364749+00:00,2023-01-26 20:58:59.014351773+00:00,0,2,60,T,N,0,36.68,1,128,12976,513022580,AC
2023-01-26 20:59:09.271017216+00:00,2023-01-26 20:59:09.271004306+00:00,0,2,60,T,N,0,36.63,2,128,12910,513746281,AC
2023-01-26 20:59:37.082370430+00:00,2023-01-26 20:59:37.082358710+00:00,0,2,60,T,N,0,36.72,1,130,11720,515721993,AC
2023-01-26 20:59:55.462839238+00:00,2023-01-26 20:59:55.462826263+00:00,0,2,60,T,N,0,37.0,5,0,12975,517461133,AC
2023-01-26 20:59:55.462839238+00:00,2023-01-26 20:59:55.462826263+00:00,0,2,60,T,N,0,37.17,77,130,12975,517461134,AC
2023-01-27 14:30:42.241460546+00:00,2023-01-27 14:30:42.241448453+00:00,0,2,60,T,B,0,37.64,1,130,12093,27058833,AC
2023-01-27 14:30:59.989718891+00:00,2023-01-27 14:30:59.989706864+00:00,0,2,60,T,A,0,37.35,1,130,12027,27708545,AC
2023-01-27 14:37:21.511138424+00:00,2023-01-27 14:37:21.511125121+00:00,0,2,60,T,N,0,37.63,1,128,13303,40101933,AC
2023-01-27 14:37:28.510023795+00:00,2023-01-27 14:37:28.510012018+00:00,0,2,60,T,N,0,37.63,1,130,11777,40326776,AC
2023-01-27 14:47:08.148367680+00:00,2023-01-27 14:47:08.148355678+00:00,0,2,60,T,N,0,37.57,1,130,12002,58848970,AC
2023-01-27 17:09:01.027638584+00:00,2023-01-27 17:09:01.027626759+00:00,0,2,60,T,N,0,37.24,3,130,11825,251112377,AC
2023-01-27 20:37:27.931998699+00:00,2023-01-27 20:37:27.931985421+00:00,0,2,60,T,N,0,37.56,54,0,13278,430778366,AC
2023-01-27 20:37:27.931998699+00:00,2023-01-27 20:37:27.931985421+00:00,0,2,60,T,N,0,37.59,44,130,13278,430778367,AC
2023-01-27 20:37:27.932086698+00:00,2023-01-27 20:37:27.932071409+00:00,0,2,60,T,N,0,37.59,24,0,15289,430778369,AC
2023-01-27 20:37:27.932086698+00:00,2023-01-27 20:37:27.932071409+00:00,0,2,60,T,N,0,37.59,33,0,15289,430778370,AC
2023-01-27 20:37:27.932086698+00:00,2023-01-27 20:37:27.932071409+00:00,0,2,60,T,B,0,37.6,6,0,15289,430778371,AC
2023-01-27 20:37:27.932086698+00:00,2023-01-27 20:37:27.932071409+00:00,0,2,60,T,N,0,37.6,43,130,15289,430778372,AC
2023-01-27 20:54:13.425640724+00:00,2023-01-27 20:54:13.425628949+00:00,0,2,60,T,A,0,37.6,12,130,11775,455327227,AC
2023-01-27 20:59:52.045320756+00:00,2023-01-27 20:59:52.045307806+00:00,0,2,60,T,N,0,38.06,11,130,12950,473111336,AC
2023-01-27 20:59:53.363407462+00:00,2023-01-27 20:59:53.363394099+00:00,0,2,60,T,B,0,38.08,3,0,13363,473246419,AC
2023-01-27 20:59:53.363407462+00:00,2023-01-27 20:59:53.363394099+00:00,0,2,60,T,B,0,38.08,2,130,13363,473246420,AC
2023-01-27 20:59:55.097756139+00:00,2023-01-27 20:59:55.097741822+00:00,0,2,60,T,A,0,37.89,2,0,14317,473436236,AC
2023-01-27 20:59:55.097756139+00:00,2023-01-27 20:59:55.097741822+00:00,0,2,60,T,A,0,37.89,2,130,14317,473436237,AC
2023-01-30 15:38:24.934172987+00:00,2023-01-30 15:38:24.934162002+00:00,0,2,60,T,A,0,36.49,1,134,10985,148904861,AC
2023-01-30 15:38:35.014409579+00:00,2023-01-30 15:38:35.014398384+00:00,0,2,60,T,A,0,36.7,5,134,11195,149093855,AC
2023-01-30 19:12:56.847926639+00:00,2023-01-30 19:12:56.847912126+00:00,0,2,60,T,N,0,36.64,1,4,14513,380049248,AC
2023-01-30 19:12:56.847926639+00:00,2023-01-30 19:12:56.847912126+00:00,0,2,60,T,N,0,36.65,3,4,14513,380049249,AC
2023-01-30 19:12:56.847926639+00:00,2023-01-30 19:12:56.847912126+00:00,0,2,60,T,N,0,36.65,96,134,14513,380049250,AC
2023-01-30 19:21:23.755445964+00:00,2023-01-30 19:21:23.755434892+00:00,0,2,60,T,N,0,36.86,1,134,11072,387226460,AC
2023-01-30 20:29:47.732369437+00:00,2023-01-30 20:29:47.732357974+00:00,0,2,60,T,N,0,37.39,1,134,11463,448870673,AC
2023-01-30 20:30:17.659821167+00:00,2023-01-30 20:30:17.659808785+00:00,0,2,60,T,B,0,37.4,1,134,12382,449472192,AC
2023-01-30 20:50:31.402829095+00:00,2023-01-30 20:50:31.402818083+00:00,0,2,60,T,N,0,36.87,1,134,11012,475135107,AC
2023-01-31 15:34:19.358965478+00:00,2023-01-31 15:34:19.358954031+00:00,0,2,60,T,N,0,36.25,5,130,11447,153528968,AC
2023-01-31 15:34:53.833434350+00:00,2023-01-31 15:34:53.833421642+00:00,0,2,60,T,N,0,36.25,10,130,12708,154301859,AC
2023-01-31 15:35:00.546391628+00:00,2023-01-31 15:35:00.546379157+00:00,0,2,60,T,N,0,36.25,5,128,12471,154441016,AC
2023-01-31 15:35:01.609967634+00:00,2023-01-31 15:35:01.609956073+00:00,0,2,60,T,N,0,36.25,50,130,11561,154476370,AC
2023-01-31 15:35:01.970017835+00:00,2023-01-31 15:35:01.970005787+00:00,0,2,60,T,N,0,36.25,4,130,12048,154483611,AC
2023-01-31 15:42:30.407129324+00:00,2023-01-31 15:42:30.407117322+00:00,0,2,60,T,N,0,36.3,1,130,12002,164577049,AC
2023-01-31 15:42:43.156954653+00:00,2023-01-31 15:42:43.156942931+00:00,0,2,60,T,N,0,36.3,3,130,11722,164862797,AC
2023-01-31 15:42:45.685187324+00:00,2023-01-31 15:42:45.685175200+00:00,0,2,60,T,N,0,36.3,6,130,12124,164912518,AC
2023-01-31 15:42:49.753879331+00:00,2023-01-31 15:42:49.753866282+00:00,0,2,60,T,N,0,36.54,2,0,13049,164986381,AC
2023-01-31 15:42:49.753879331+00:00,2023-01-31 15:42:49.753866282+00:00,0,2,60,T,B,0,36.67,1,130,13049,164986382,AC
2023-01-31 15:43:09.305859990+00:00,2023-01-31 15:43:09.305848736+00:00,0,2,60,T,B,0,36.67,2,130,11254,165381263,AC
2023-01-31 15:43:12.313144281+00:00,2023-01-31 15:43:12.313130877+00:00,0,2,60,T,B,0,36.67,3,0,13404,165461909,AC
2023-01-31 15:43:19.382872052+00:00,2023-01-31 15:43:19.382859694+00:00,0,2,60,T,A,0,36.8,1,130,12358,165659568,AC
2023-01-31 16:48:14.125120289+00:00,2023-01-31 16:48:14.125108472+00:00,0,2,60,T,B,0,36.5,1,130,11817,243567196,AC
2023-01-31 16:56:25.378370575+00:00,2023-01-31 16:56:25.378359704+00:00,0,2,60,T,B,0,36.95,1,130,10871,251707650,AC
2023-01-31 16:56:53.195821501+00:00,2023-01-31 16:56:53.195808836+00:00,0,2,60,T,A,0,36.94,1,130,12665,252051576,AC
2023-01-31 16:56:59.825056232+00:00,2023-01-31 16:56:59.825043049+00:00,0,2,60,T,A,0,36.94,8,0,13183,252158617,AC
2023-01-31 16:56:59.830326579+00:00,2023-01-31 16:56:59.830315796+00:00,0,2,60,T,B,0,36.94,1,130,10783,252158673,AC
2023-01-31 17:01:02.755264319+00:00,2023-01-31 17:01:02.755252797+00:00,0,2,60,T,A,0,36.94,3,130,11522,256118995,AC
2023-01-31 17:01:08.679303713+00:00,2023-01-31 17:01:08.679290920+00:00,0,2,60,T,A,0,36.94,3,0,12793,256228205,AC
2023-01-31 17:01:08.679449640+00:00,2023-01-31 17:01:08.679438522+00:00,0,2,60,T,B,0,36.94,2,130,11118,256228212,AC
2023-01-31 17:02:02.721194230+00:00,2023-01-31 17:02:02.721182329+00:00,0,2,60,T,B,0,37.0,1,130,11901,257332064,AC
2023-01-31 17:03:28.322414673+00:00,2023-01-31 17:03:28.322402910+00:00,0,2,60,T,B,0,37.11,1,130,11763,258985577,AC
2023-01-31 18:43:40.189756236+00:00,2023-01-31 18:43:40.189744430+00:00,0,2,60,T,B,0,37.31,1,130,11806,336099779,AC
2023-01-31 18:46:14.894521035+00:00,2023-01-31 18:46:14.894509405+00:00,0,2,60,T,N,0,37.32,1,130,11630,338147661,AC
2023-01-31 18:52:58.656670153+00:00,2023-01-31 18:52:58.656658281+00:00,0,2,60,T,N,0,37.86,1,130,11872,343082757,AC
2023-01-31 18:58:20.844650216+00:00,2023-01-31 18:58:20.844638198+00:00,0,2,60,T,N,0,37.92,7,130,12018,346455631,AC
2023-01-31 20:49:15.294638097+00:00,2023-01-31 20:49:15.294626375+00:00,0,2,60,T,N,0,38.035,10,130,11722,440626267,AC
2023-01-31 20:49:51.470242545+00:00,2023-01-31 20:49:51.470230545+00:00,0,2,60,T,N,0,38.13,1,130,12000,441485064,AC
2023-02-01 14:46:53.958472370+00:00,2023-02-01 14:46:53.958306849+00:00,0,2,60,T,A,0,37.88,2,130,165521,57374797,AC
2023-02-01 14:52:14.272195462+00:00,2023-02-01 14:52:14.272028887+00:00,0,2,60,T,N,0,38.16,2,130,166575,67582236,AC
2023-02-01 15:28:29.059361464+00:00,2023-02-01 15:28:29.059196242+00:00,0,2,60,T,N,0,38.14,1,130,165222,134016631,AC
2023-02-01 16:32:46.007541622+00:00,2023-02-01 16:32:46.007375322+00:00,0,2,60,T,A,0,38.01,1,130,166300,216688101,AC
2023-02-01 16:59:07.562337711+00:00,2023-02-01 16:59:07.562172064+00:00,0,2,60,T,A,0,37.92,1,130,165647,241673568,AC
2023-02-01 17:06:57.188119337+00:00,2023-02-01 17:06:57.187953501+00:00,0,2,60,T,A,0,37.91,1,130,165836,249978176,AC
2023-02-01 17:12:51.713199321+00:00,2023-02-01 17:12:51.713032872+00:00,0,2,60,T,A,0,37.72,1,130,166449,255864467,AC
